Timestamp,V1,V2,V3
2026-01-26 10:16:55.923,-131839.296875,297632.875,-163805.046875
2026-01-26 10:16:55.923,-146764.5,295698.40625,-150396.53125
2026-01-26 10:16:55.923,-161275.125,294040.28125,-137126.25
2026-01-26 10:16:55.924,-174127.375,292934.84375,-122888.3359375
2026-01-26 10:16:55.924,-186841.4375,291967.625,-109894.5234375
2026-01-26 10:16:55.924,-199831.90625,290724.03125,-95933.078125
2026-01-26 10:16:55.924,-213513.34375,287407.78125,-80312.8515625
2026-01-26 10:16:55.924,-226641.984375,282986.125,-64139.6953125
2026-01-26 10:16:55.924,-238526.875,277044.53125,-47966.5390625
2026-01-26 10:16:55.924,-248200.625,270826.5625,-31931.615234375
2026-01-26 10:16:55.925,-256492.390625,264470.4375,-15896.69140625
2026-01-26 10:16:55.925,-265889.75,257285.234375,1105.8568115234375
2026-01-26 10:16:55.925,-276116.28125,248580.09375,16726.083984375
2026-01-26 10:16:55.925,-283717.0625,241394.90625,34419.79296875
2026-01-26 10:16:55.925,-290488.6875,233242.46875,49901.7890625
2026-01-26 10:16:55.925,-296707.53125,225228.21875,64830.85546875
2026-01-26 10:16:55.926,-302235.375,214864.953125,80451.0859375
2026-01-26 10:16:55.926,-306381.28125,203672.625,97177.1640625
2026-01-26 10:16:55.926,-310388.96875,190269.484375,112244.46875
2026-01-26 10:16:55.926,-311770.9375,178109.921875,128694.0859375
2026-01-26 10:16:55.926,-312876.5,166503.0625,143208.453125
2026-01-26 10:16:55.926,-314120.28125,154896.21875,159381.609375
2026-01-26 10:16:55.926,-316746,141216.703125,172375.4375
2026-01-26 10:16:55.927,-317298.78125,128642.6171875,186889.796875
2026-01-26 10:16:55.927,-317575.1875,115101.2890625,198916
2026-01-26 10:16:55.927,-316055.03125,103079.90625,211080.421875
2026-01-26 10:16:55.927,-313982.0625,90505.8125,223936
2026-01-26 10:16:55.927,-311356.34375,75859.0703125,236791.59375
2026-01-26 10:16:55.927,-308316.03125,59692.38671875,247573.6875
2026-01-26 10:16:55.928,-304031.9375,44631.11328125,257664.640625
2026-01-26 10:16:55.928,-298504.09375,31227.9609375,266096.78125
2026-01-26 10:16:55.928,-292838.03125,18239.33984375,274252.5
2026-01-26 10:16:55.928,-286481,4145.3046875,281993.5
2026-01-26 10:16:55.928,-277360.03125,-10639.615234375,289319.78125
2026-01-26 10:16:55.928,-269206.46875,-26806.302734375,295954.9375
2026-01-26 10:16:55.929,-259947.3125,-41729.3984375,301898.90625
2026-01-26 10:16:55.929,-250273.5625,-55408.90625,308119.34375
2026-01-26 10:16:55.929,-240461.625,-70746.53125,311989.84375
2026-01-26 10:16:55.929,-229544.109375,-85669.625,315998.59375
2026-01-26 10:16:55.929,-218212.015625,-99487.3125,317933.84375
2026-01-26 10:16:55.929,-206327.125,-111785.046875,320145.5625
2026-01-26 10:16:55.929,-194304.046875,-123115.546875,320283.78125
2026-01-26 10:16:55.930,-182280.96875,-135413.28125,320974.9375
2026-01-26 10:16:55.930,-170119.6875,-148263.734375,320698.46875
2026-01-26 10:16:55.930,-157405.625,-159870.578125,321251.40625
2026-01-26 10:16:55.930,-144415.171875,-171753.78125,318901.46875
2026-01-26 10:16:55.930,-130871.9296875,-181287.984375,317657.375
2026-01-26 10:16:55.930,-117881.4765625,-190684.015625,314892.71875
2026-01-26 10:16:55.931,-103647.25,-199665.5,312681
2026-01-26 10:16:55.931,-90104.0078125,-210166.9375,306598.8125
2026-01-26 10:16:55.931,-75178.8046875,-218043.015625,301760.6875
2026-01-26 10:16:55.931,-60668.19140625,-226609.984375,295263.78125
2026-01-26 10:16:55.931,-47263.1484375,-234762.421875,289872.71875
2026-01-26 10:16:55.931,-32614.3359375,-242776.671875,282961.125
2026-01-26 10:16:55.931,-16998.1484375,-250376.390625,275220.125
2026-01-26 10:16:55.932,-1105.5706787109375,-257976.125,265543.875
2026-01-26 10:16:55.932,15616.185546875,-263917.71875,256697.015625
2026-01-26 10:16:55.932,29988.60546875,-270688.375,246744.296875
2026-01-26 10:16:55.932,44637.41796875,-275800.9375,237620.984375
2026-01-26 10:16:55.932,58595.24609375,-280913.46875,225456.5625
2026-01-26 10:16:55.932,75178.8046875,-283953.375,214950.921875
2026-01-26 10:16:55.933,90380.40625,-287407.78125,202648.265625
2026-01-26 10:16:55.933,104614.625,-289480.4375,190898.53125
2026-01-26 10:16:55.933,117743.2734375,-292520.3125,177904.71875
2026-01-26 10:16:55.933,132253.890625,-293211.21875,165049.125
2026-01-26 10:16:55.933,146211.71875,-294316.625,150672.984375
2026-01-26 10:16:55.933,160584.140625,-293763.90625,137264.484375
2026-01-26 10:16:55.934,172883.609375,-292243.96875,123441.265625
2026-01-26 10:16:55.934,184215.71875,-290862.21875,109894.5234375
2026-01-26 10:16:55.934,197067.96875,-288651.375,94965.453125
2026-01-26 10:16:55.934,210058.421875,-285335.125,79898.15625
2026-01-26 10:16:55.934,222910.6875,-280360.75,64416.16015625
2026-01-26 10:16:55.934,234104.59375,-276215.46875,47966.5390625
2026-01-26 10:16:55.934,243778.328125,-270688.375,33037.47265625
2026-01-26 10:16:55.935,252899.296875,-264884.96875,17140.78125
2026-01-26 10:16:55.935,262020.25,-257008.890625,1520.5531005859375
2026-01-26 10:16:55.935,271832.1875,-248027.390625,-15067.298828125
2026-01-26 10:16:55.935,279709.375,-238769.546875,-32484.54296875
2026-01-26 10:16:55.935,286204.625,-231031.640625,-49210.62890625
2026-01-26 10:16:55.935,292423.4375,-222188.328125,-64001.46484375
2026-01-26 10:16:55.936,298227.6875,-212654.125,-80036.390625
2026-01-26 10:16:55.936,303479.15625,-201323.625,-95241.9140625
2026-01-26 10:16:55.936,307486.84375,-189578.59375,-111138.609375
2026-01-26 10:16:55.936,310112.5625,-178109.921875,-126067.6796875
2026-01-26 10:16:55.936,311079.9375,-166917.59375,-141687.90625
2026-01-26 10:16:55.936,313014.6875,-154205.328125,-156064.046875
2026-01-26 10:16:55.936,314673.0625,-141354.890625,-171131.34375
2026-01-26 10:16:55.937,316193.21875,-127122.671875,-184678.09375
2026-01-26 10:16:55.937,315502.21875,-114272.2265625,-198224.828125
2026-01-26 10:16:55.937,314949.4375,-101698.140625,-210112.796875
2026-01-26 10:16:55.937,312600.125,-89538.578125,-222553.6875
2026-01-26 10:16:55.937,310665.375,-75444.546875,-234718.109375
2026-01-26 10:16:55.937,307348.65625,-60521.4453125,-246191.375
2026-01-26 10:16:55.938,303064.5625,-45183.8203125,-256282.3125
2026-01-26 10:16:55.938,296845.71875,-31780.66796875,-266096.78125
2026-01-26 10:16:55.938,290626.90625,-17962.986328125,-273976.03125
2026-01-26 10:16:55.938,284269.875,-3592.59716796875,-281164.09375
2026-01-26 10:16:55.938,277083.65625,11606.8525390625,-288213.9375
2026-01-26 10:16:55.938,267824.5,26668.126953125,-295540.21875
2026-01-26 10:16:55.939,259256.328125,40762.16015625,-300516.59375
2026-01-26 10:16:55.939,249444.390625,53888.9609375,-306322.34375
2026-01-26 10:16:55.939,239632.4375,68535.703125,-310192.84375
2026-01-26 10:16:55.939,229267.71875,83044.265625,-314063.34375
2026-01-26 10:16:55.939,217659.234375,98243.71875,-315583.875
2026-01-26 10:16:55.939,204530.578125,111094.1640625,-317795.59375
2026-01-26 10:16:55.939,193198.46875,122839.1953125,-319039.6875
2026-01-26 10:16:55.940,181037.203125,134860.578125,-319869.09375
2026-01-26 10:16:55.940,169290.515625,147296.484375,-320422
2026-01-26 10:16:55.940,156023.65625,158626.984375,-319454.375
2026-01-26 10:16:55.940,143585.984375,170095.65625,-317104.4375
2026-01-26 10:16:55.940,130595.5390625,180182.578125,-315030.96875
2026-01-26 10:16:55.940,117328.6875,189440.421875,-313372.1875
2026-01-26 10:16:55.941,104200.0390625,200080.03125,-309916.375
2026-01-26 10:16:55.941,89551.2265625,209061.53125,-304940.03125
2026-01-26 10:16:55.941,74626.0234375,218319.375,-299825.4375
2026-01-26 10:16:55.941,60529.99609375,225919.09375,-294572.59375
2026-01-26 10:16:55.941,47539.5390625,234071.53125,-288213.9375
2026-01-26 10:16:55.941,33581.7109375,241394.90625,-281440.5625
2026-01-26 10:16:55.941,17689.130859375,248994.625,-272870.15625
2026-01-26 10:16:55.942,829.177978515625,255903.46875,-263746.84375
2026-01-26 10:16:55.942,-14925.2041015625,262535.96875,-254623.53125
2026-01-26 10:16:55.942,-30264.998046875,267924.84375,-246191.375
2026-01-26 10:16:55.942,-44222.828125,274004.625,-235547.5
2026-01-26 10:16:55.942,-59009.8359375,278426.28125,-224350.703125
2026-01-26 10:16:55.942,-74349.625,282295.25,-212877.4375
2026-01-26 10:16:55.943,-89827.6171875,284782.4375,-201404.171875
2026-01-26 10:16:55.943,-103923.640625,287545.96875,-189101.515625
2026-01-26 10:16:55.943,-118019.671875,289204.09375,-176384.15625
2026-01-26 10:16:55.943,-132668.484375,291138.5625,-163113.875
2026-01-26 10:16:55.943,-147179.09375,291967.625,-150120.0625
2026-01-26 10:16:55.943,-160445.9375,291691.25,-136020.390625
2026-01-26 10:16:55.944,-173436.40625,290033.15625,-123026.5703125
2026-01-26 10:16:55.944,-184492.109375,289618.625,-108926.8984375
2026-01-26 10:16:55.944,-197067.96875,286993.25,-94965.453125
2026-01-26 10:16:55.944,-209643.84375,283538.84375,-79345.2265625
2026-01-26 10:16:55.944,-222496.09375,278426.28125,-64277.92578125
2026-01-26 10:16:55.944,-233413.609375,274695.53125,-47275.37890625
2026-01-26 10:16:55.944,-243501.9375,269306.625,-32346.3125
2026-01-26 10:16:55.945,-251793.71875,263917.71875,-16311.3876953125
2026-01-26 10:16:55.945,-260776.484375,256318,-1382.321044921875
2026-01-26 10:16:55.945,-270173.84375,248165.5625,15758.4599609375
2026-01-26 10:16:55.945,-279156.59375,238078.65625,31240.455078125
2026-01-26 10:16:55.945,-285237.25,230478.9375,48795.93359375
2026-01-26 10:16:55.945,-291179.6875,221773.796875,63863.23046875
2026-01-26 10:16:55.946,-296983.9375,211548.703125,79483.4609375
2026-01-26 10:16:55.946,-302097.1875,200356.390625,94965.453125
2026-01-26 10:16:55.946,-306243.0625,188335,110723.9140625
2026-01-26 10:16:55.946,-308730.625,176313.625,125100.0546875
2026-01-26 10:16:55.946,-310388.96875,165259.46875,140029.125
2026-01-26 10:16:55.946,-311632.75,153238.09375,155649.34375
2026-01-26 10:16:55.946,-313705.6875,140111.296875,169749.015625
2026-01-26 10:16:55.947,-314673.0625,126431.7890625,184401.625
2026-01-26 10:16:55.947,-314258.46875,113443.171875,197533.671875
2026-01-26 10:16:55.947,-312738.3125,101145.4296875,210112.796875
2026-01-26 10:16:55.947,-311494.53125,87880.453125,221309.59375
2026-01-26 10:16:55.947,-309559.78125,74062.7734375,233888.71875
2026-01-26 10:16:55.947,-306934.0625,59277.85546875,245085.515625
2026-01-26 10:16:55.948,-301959,45183.8203125,255729.390625
2026-01-26 10:16:55.948,-296569.34375,31089.78515625,264576.25
2026-01-26 10:16:55.948,-290350.5,18239.33984375,273146.625
2026-01-26 10:16:55.948,-284408.0625,3454.42041015625,280611.15625
2026-01-26 10:16:55.948,-276945.46875,-11606.8525390625,288075.6875
2026-01-26 10:16:55.948,-268239.09375,-26806.302734375,294434.375
2026-01-26 10:16:55.949,-258841.734375,-40485.80859375,300516.59375
2026-01-26 10:16:55.949,-249720.78125,-54165.3125,304801.78125
2026-01-26 10:16:55.949,-239632.4375,-67292.109375,309916.375
2026-01-26 10:16:55.949,-228853.125,-81938.8515625,312957.46875
2026-01-26 10:16:55.949,-217521.03125,-96585.59375,315445.65625
2026-01-26 10:16:55.949,-205497.953125,-109712.390625,316689.75
2026-01-26 10:16:55.949,-193336.671875,-121595.6015625,318486.75
2026-01-26 10:16:55.950,-181589.984375,-134307.875,318625
2026-01-26 10:16:55.950,-169014.125,-146605.609375,319454.375
2026-01-26 10:16:55.950,-155747.265625,-158350.640625,318072.0625
2026-01-26 10:16:55.950,-142756.8125,-168990.25,316689.75
2026-01-26 10:16:55.950,-130733.734375,-179629.859375,313372.1875
2026-01-26 10:16:55.950,-117743.2734375,-188335,312128.09375
2026-01-26 10:16:55.951,-104061.84375,-198560.09375,308810.5
2026-01-26 10:16:55.951,-90380.40625,-208785.171875,303972.40625
2026-01-26 10:16:55.951,-75040.609375,-217628.484375,298581.34375
2026-01-26 10:16:55.951,-60391.796875,-225090.03125,294296.15625
2026-01-26 10:16:55.951,-47954.12890625,-233933.359375,287522.78125
2026-01-26 10:16:55.951,-33581.7109375,-241118.546875,280749.40625
2026-01-26 10:16:55.951,-18103.720703125,-247751.03125,271902.53125
2026-01-26 10:16:55.952,-1796.5523681640625,-254798.046875,263055.6875
2026-01-26 10:16:55.952,13819.6337890625,-261706.890625,253517.671875
2026-01-26 10:16:55.952,28883.033203125,-266819.4375,245500.21875
